817cfa4c4b795ae322301ebffe49b0a6940ef5bb1c82fd1e88a6186ac7aff2e6,ed874d6da225bb26421c5227d250d3b5d20fc7dc5c815bccf3969c46be946316,08b0b2ef9cfdf5ee7fe6f5be5e8f500a6430827387c3f4504aa272cf574ee267,71abfab39edc1ee11eaa2a7399f0c456b461b83e5a73cf70aedcfbb1b14faa2a,a092e803c6d19cd91fc6449833929994791679168471a49ec0ff6373fd0322b2,800ec80456f49fa325fee42402cef8e1d7f4358ea1c56941afdbd15b6705d5e2,ea2fe22da39cdeccf450192a7eb84ef0332b3243fee9c3884e70b77f243c53b4,88efd6f83d2d01a84c46cbcfb5f2dcbdbcf92c52af26ab3051a9ccfc4fe1830d,e1c38910877cf461f0a2a395f850cc13e65989185550f7e6a1bf0a014bb1a548,695dfb8a3008e9ce8f7370b68d429d88553385f7323850e2d6f1cd7b43343651,1116c144b47e4a1388147e69d173c4bfcabc96e0b3866e61a7dcb26505282d1e,e4da18372c027f7c16bcca80dff0881ae157f2241a0edf4e957792da521a16cb,606ab56b9bd7ccda00f1aaa95f32bb49c95c30f7b7a62a435add1836d377f9a2,61570d168ccedcb43a306a58b19f384c5e44333c9fe946dd100e4a9a67d6b5ab,761a14b71ee90f559388e84902a769bbbb3a161661eae9e2fd9ac06e42ebbb02,159381f8e0252d9c97e5c77809525823b667d2418f098228f11e59e403950a9a,463306edeb6ad9ed21d7028d28039e7962736de54caddbfa6bffa4400f0dff5a,5e5163d03643878f8319169fd0c43379848c7565a03da64ebcf4e1235d8419b1,4b7938832196eb7347b97838548e4d41c31c0536b83637316d242d57ed9bf751,eabb337c92935591e09df6009efae74f4a7e09f12da0946ab960c5bbdab07980,573648e5dcab9e112c5c1f15daed9576fd0849892b355e66cd6529924329642f,cb537e02ee11211b6ab05b3ea31f7de891b412c24532a42e7eeecf5c2a84ea4e,b2a15e891c8fba2cb86b968d50299435ba3475a4c19038b096d47c0077777bcb,535a66bd775c43610b4739e38c00e29e0005b0dd5e479afc69b3097b0ff10e94,cee1acee01818458eab2ecf00bfc8b0f0962263c0fd36c5173bd02ca541d896e,6e056e88145190fae8ea7ea0a07f38c881d06726cebf66e0fc9591c5da4459f4,0a6cfeb89a53a61a0bcfeee3d7f4eecea7040e7c9ff0ca7c33e28382528799d6,6e3f7c1deed9578b424aad234c7b58ccf9503b3ed83890cc569a3268a4b9ab2d,ed41c3f8b6234ebdcb697ee20420b992d406851b657765061060bafa84af66b1,096140cf9292cf29002f47f9959eee920852cd0db0086356585427da82da040d,0f7eb4201c23c1908c438dd7947c80f0e42cdaa1e78394f7e7f76bb4e8c79076,48e94c5f7223f6194cdfebd2ffbec60743b325268d88acdc7ed733ace8831852,ac22f76038a7062353fc3da19df87c0bcae16ed7e5b825e62af404ec71890f49,f7227e63d4433987b8ad833495db386107357393ff46d59dcf2068c1288a7e56,c3eaed3b982b4b8f7c6ceb29c265536a780a7f01309e2fd210af474b8d5b6103,3dfcae566b4b0cc0f5fa29514e7d2d1a186b1ffd655a87011bfa6e7db7b46d15,a50f42653ffceed8c2e3ea487699604a0aa284f4fe1718c3ea024ef703929cea,046871f16db5600e74ab34214a654d5d54785ee9264ca4dcafef2f69ce122b7e,14fdd8dcc672764ee3ba4168eda4f757fbf66dde68ffbdad037f883cbf13aeb0,6f70fa1216eb5cf13b42931cc6f8b7246f4a347316fe25d8e919c91a388bff1a,5243142485f5c626eed2932a8e3e3e7c91b4cdf889a7949b0ec4904213c3a8a1,ed328608c6802bcaf9f3723f91a146e47009468774daaf416b026ddfaec0bc28,52fa27d1e388ceb624a28f97e6944979fddcf073c8f9c1df3630314d8601a1ac,ab8bd41031947fabd8dda9f1f260ec7693b64d2b96afe97b2460cac24177b348
"9000","0","300","300000009","100","0","0","150","0","100","0","0","0","100000","0","0","100","0","0","1","爆裂敵人","924071202","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","300000008","0","50000","60","0","0","0","8000","0","0","300000000","0","0","60","0","0","1","野蠻之爪","924071301","0","0","0","0","306403","0","450","0","0","0","0","0","5000","0","900","5000","1","0","0","0","0","0"
"9000","0","300","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924071302","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","300000008","0","50000","60","0","0","0","8000","0","0","1000000000","0","0","60","0","0","1","野蠻之爪","924071401","0","0","0","0","306403","0","450","0","0","0","0","0","5000","0","900","5000","1","0","0","0","0","0"
"9000","0","300","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924071402","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"300","0","0","300000016","300","0","50","0","0","0","500","300","0","80000000","0","0","60","0","0","1","冰霜獵犬","924072101","0","0","0","0","319602","0","100","0","0","0","0","0","300","0","0","400","1","0","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","800000","0","0","60","0","0","1","小狗1","924072102","0","0","0","0","319602","0","100","0","0","10000","0","0","0","0","1200","0","1","1000","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","3000000","0","0","60","0","0","1","冰霜獵犬本體","924072103","0","0","0","0","319602","0","100","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","800000","0","0","60","0","0","1","小狗2","924072104","0","0","0","0","319602","0","100","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924072105","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"300","0","0","300000016","300","0","50","0","0","0","500","300","0","150000000","0","0","60","0","0","1","冰霜獵犬","924072201","0","0","0","0","319602","0","200","0","0","0","0","0","300","0","0","400","1","0","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","1600000","0","0","60","0","0","1","小狗1","924072202","0","0","0","0","319602","0","200","0","0","15000","0","0","0","0","1600","0","1","1400","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","5000000","0","0","60","0","0","1","冰霜獵犬本體","924072203","0","0","0","0","319602","0","200","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","1600000","0","0","60","0","0","1","小狗2","924072204","0","0","0","0","319602","0","200","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924072205","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"300","0","0","300000016","300","0","100","0","0","0","900","300","0","300000000","0","0","60","0","0","1","冰霜獵犬","924072301","0","0","0","0","319602","0","450","0","0","0","0","0","450","0","0","800","1","0","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","2400000","0","0","60","0","0","1","小狗1","924072302","0","0","0","0","319602","0","450","0","0","45000","0","0","0","0","10000","0","1","10000","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","8000000","0","0","60","0","0","1","冰霜獵犬本體","924072303","0","0","0","0","319602","0","450","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","2400000","0","0","60","0","0","1","小狗2","924072304","0","0","0","0","319602","0","450","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","300","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924072305","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","300","1","0","0","0","0","0"
"300","0","0","300000016","300","0","100","0","0","0","900","300","0","1000000000","0","0","60","0","0","1","冰霜獵犬","924072401","0","0","0","0","319602","0","450","0","0","0","0","0","450","0","0","800","1","0","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","2400000","0","0","60","0","0","1","小狗1","924072402","0","0","0","0","319602","0","450","0","0","45000","0","0","0","0","10000","0","1","10000","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","8000000","0","0","60","0","0","1","冰霜獵犬本體","924072403","0","0","0","0","319602","0","450","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"0","0","0","300000016","0","0","0","0","0","0","0","0","0","2400000","0","0","60","0","0","1","小狗2","924072404","0","0","0","0","319602","0","450","0","0","0","0","0","0","0","300","0","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","300","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924072405","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","300","1","0","0","0","0","0"
"0","0","0","300000008","0","5000","40","0","0","0","2500","0","0","80000000","0","0","60","0","0","1","獸人酋長","924073101","0","0","0","0","300704","0","100","0","0","0","0","0","2500","0","300","10000","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","200","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924073102","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","200","1","0","0","0","0","0"
"0","0","0","300000008","0","7000","40","0","0","0","2500","0","0","150000000","0","0","60","0","0","1","獸人酋長","924073201","0","0","0","0","300704","0","200","0","0","0","0","0","2500","0","300","10000","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","200","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924073202","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","200","1","0","0","0","0","0"
"0","0","0","300000008","0","9000","40","0","0","0","5000","0","0","300000000","0","0","60","0","0","1","獸人酋長","924073301","0","0","0","0","300704","0","450","0","0","0","0","0","5000","0","300","20000","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","600","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924073302","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","600","1","0","0","0","0","0"
"0","0","0","300000008","0","9000","40","0","0","0","5000","0","0","1000000000","0","0","60","0","0","1","獸人酋長","924073401","0","0","0","0","300704","0","450","0","0","0","0","0","5000","0","300","20000","1","300","0","0","0","0"
"5000","0","300","300000009","100","0","0","150","0","600","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924073402","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","600","1","0","0","0","0","0"
"0","0","0","200000001","3130","2354","0","0","0","3130","3130","3130","0","3179526","0","0","44","0","0","0","獸人","924080101","0","0","0","0","252800","0","313","0","0","0","0","0","3130","0","1555","3130","1","1400","0","0","0","0"
"0","0","0","200000001","3130","0","0","0","0","3130","3130","3130","0","2988126","0","0","44","0","0","0","軟泥怪","924080102","0","0","0","0","252600","0","313","0","0","10859","0","0","3130","0","933","3130","1","1400","0","0","0","0"
"0","18","0","200000001","313","0","36","0","0","313","313","313","0","2156819","0","0","44","2142","0","0","安的闇影","924080103","0","0","0","0","609201","0","313","0","45","23492","0","0","313","0","447","313","1","536","1","0","0","0"
"0","19","0","200000001","313","0","40","0","0","313","313","313","0","2394123","0","0","44","530","3","6","優衣（新年）的闇影","924080104","0","0","0","0","608802","0","313","0","1580","18486","0","0","313","0","1476","313","32","1755","1","0","0","0"
"0","0","0","200000001","3130","0","0","0","0","3130","3130","3130","0","3020017","0","0","44","0","0","6","沉睡之梟","924080105","0","0","0","0","255700","0","313","0","0","7139","0","0","3130","0","467","3130","32","700","0","0","0","0"
"5000","0","0","300000009","0","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924080106","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","200000001","3130","4767","0","0","0","3130","3130","3130","0","4640968","0","0","44","0","0","0","生者劍士像","924080201","0","0","0","0","251000","0","313","0","0","0","0","0","3130","0","871","3130","1","1959","0","0","0","0"
"0","15","0","200000001","313","30308","49","0","0","313","313","313","0","3349416","0","0","60","0","20","5","琪愛兒（聖學祭）的闇影","924080202","0","0","0","0","616301","0","313","0","30","0","0","0","313","2181","498","313","32","338","1","0","0","0"
"0","0","0","200000001","3130","15140","0","0","0","3130","3130","3130","0","4489081","0","0","44","0","0","0","紅蕈菇","924080203","0","0","0","0","252100","0","313","0","0","0","0","0","3130","0","653","3130","1","980","0","0","0","0"
"0","4","0","200000001","313","21532","28","0","0","313","313","313","0","3701586","0","0","44","0","48","6","可可蘿的闇影","924080204","0","0","0","0","605901","0","313","0","1920","0","0","0","313","297","1545","313","32","1504","1","0","0","0"
"0","0","0","200000001","3130","8448","0","0","0","3130","3130","3130","0","4402395","0","0","44","0","0","0","殺人蜂","924080205","0","0","0","0","255500","0","313","0","0","0","0","0","3130","0","545","3130","1","817","0","0","0","0"
"5000","0","0","300000009","0","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924080206","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","200000001","3130","5857","0","0","0","3130","3130","3130","0","6468883","0","0","44","0","0","0","海獅怪","924080301","0","0","0","0","250400","0","313","0","0","0","0","0","3130","0","1089","3130","32","1633","0","0","0","0"
"0","0","0","200000001","3130","6364","0","0","0","3130","3130","3130","0","6795161","0","0","44","0","0","0","叢林護衛","924080302","0","0","0","0","251300","0","313","0","0","0","0","0","3130","0","653","3130","32","1633","0","0","0","0"
"0","20","0","200000001","313","0","29","0","0","313","313","313","0","5649283","0","0","44","126","12","5","空花（大江戶）的闇影","924080303","0","0","0","0","609501","0","313","0","209","17412","0","0","313","0","1737","313","1","2254","1","0","0","0"
"0","24","0","200000001","313","0","38","0","0","313","313","313","0","5014483","0","0","44","1338","0","6","鈴莓的闇影","924080304","0","0","0","0","602503","0","313","0","133","33754","0","0","313","0","591","313","32","785","1","0","0","0"
"0","21","0","200000001","313","0","29","0","0","313","313","313","0","4827117","0","0","44","517","3","5","霞（魔法少女）的闇影","924080305","0","0","0","0","612201","0","313","0","153","25200","0","0","313","0","1471","313","1","1135","1","0","0","0"
"5000","0","0","300000009","0","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924080306","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","300000008","0","0","40","0","0","0","1800","0","0","80000000","0","0","60","0","0","1","厄勒克特拉夫人","924081101","0","0","0","0","312504","0","100","0","0","30000","0","0","900","0","500","1200","1","500","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","200","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924081102","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","200","1","0","0","0","0","0"
"0","0","0","300000008","0","0","50","0","0","0","1800","0","0","150000000","0","0","60","0","0","1","厄勒克特拉夫人","924081201","0","0","0","0","312504","0","200","0","0","40000","0","0","900","0","800","1200","1","800","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","300","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924081202","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","300","1","0","0","0","0","0"
"0","0","0","300000008","0","0","70","0","0","0","1800","0","0","300000000","0","0","60","0","0","1","厄勒克特拉夫人","924081301","0","0","0","0","312504","0","450","0","0","80000","0","0","900","0","1500","1200","1","1300","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","500","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924081302","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","500","1","0","0","0","0","0"
"0","0","0","300000008","0","0","70","0","0","0","1800","0","0","1000000000","0","0","60","0","0","1","厄勒克特拉夫人","924081401","0","0","0","0","312504","0","450","0","0","80000","0","0","900","0","1500","1200","1","1300","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","500","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924081402","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","500","1","0","0","0","0","0"
"0","0","0","300000008","3000","0","30","0","0","3000","5000","3000","0","80000000","0","0","60","0","0","1","三重岩","924082101","0","0","0","0","306904","0","100","0","0","0","0","0","3000","0","0","2000","1","0","0","0","0","0"
"0","0","0","300000008","0","2000","0","0","0","0","0","0","0","400000","0","0","60","0","0","1","三重岩上段","924082102","0","0","0","0","306904","0","100","0","0","2000","0","0","0","0","1000","0","1","1000","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1000000","0","0","60","0","0","1","三重岩中段","924082103","0","0","0","0","306904","0","100","0","0","0","0","0","0","0","0","0","1","300","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1000000","0","0","60","0","0","1","三重岩下段","924082104","0","0","0","0","306904","0","100","0","0","0","0","0","0","0","300","0","1","0","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924082105","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","300000008","3000","0","50","0","0","3000","5000","3000","0","150000000","0","0","60","0","0","1","三重岩","924082201","0","0","0","0","306904","0","200","0","0","0","0","0","3000","0","0","2000","1","0","0","0","0","0"
"0","0","0","300000008","0","3000","0","0","0","0","0","0","0","600000","0","0","60","0","0","1","三重岩上段","924082202","0","0","0","0","306904","0","200","0","0","3000","0","0","0","0","1400","0","1","1400","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1400000","0","0","60","0","0","1","三重岩中段","924082203","0","0","0","0","306904","0","200","0","0","0","0","0","0","0","0","0","1","800","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1400000","0","0","60","0","0","1","三重岩下段","924082204","0","0","0","0","306904","0","200","0","0","0","0","0","0","0","800","0","1","0","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","100","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924082205","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","100","1","0","0","0","0","0"
"0","0","0","300000008","3000","0","70","0","0","3000","5000","3000","0","300000000","0","0","60","0","0","1","三重岩","924082301","0","0","0","0","306904","0","450","0","0","0","0","0","3000","0","0","2000","1","0","0","0","0","0"
"0","0","0","300000008","0","5000","0","0","0","0","0","0","0","800000","0","0","60","0","0","1","三重岩上段","924082302","0","0","0","0","306904","0","450","0","0","5000","0","0","0","0","10000","0","1","10000","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1800000","0","0","60","0","0","1","三重岩中段","924082303","0","0","0","0","306904","0","450","0","0","0","0","0","0","0","0","0","1","1200","0","0","0","0"
"0","0","0","300000008","0","0","0","0","0","0","0","0","0","1800000","0","0","60","0","0","1","三重岩下段","924082304","0","0","0","0","306904","0","450","0","0","0","0","0","0","0","1200","0","1","0","0","0","0","0"
"5000","0","250","300000009","100","0","0","150","0","300","0","0","0","1000000000","0","0","100","0","0","1","爆裂敵人","924082305","0","0","0","0","217300","0","500","0","0","0","0","0","0","0","0","300","1","0","0","0","0","0"
"0","0","0","300000008","3000","0","70","0","0","3000","5000","3000","0","1000000000","0","0","60","0","0","1","三重岩","924082401","0","0","0","0","306904","0","450","0","0","0","0","0","3000","0","0","2000","1","0","0","0","0","0"
