8292fd5d95a46ac980445e3a99ead29035f19f1a2c83d0a1f5e2b0c7c6045b86,9b64d91b7a68842dffb848aa6413050339f3d98f52996909a443a5bf118c188c,6edada3f08bc019892839d2d50b7d3d7784316867d991ad40548ac33e22c2d9c,3bb558619867c96822827ceb4eab60b241a98fbcd298524a6b08a2c18981f4fd,60761375bd0f22c6b8191eb5849627b965aa85fd16ae172f29be26817acae4c2,14dc7d858406d8e35cbc5f655d79bd5add1fb8b74785ab8bf7bd0628b0c919a9,18527060db14e1345f15d093e684835c6a9b819b4c204d8544086cf15b56ac89,18ee720ed07487f76c1f494bea75394a265a85d393ea8ec979d8cd7cb85b7b6b,6fc75d3dd17939fd85e5f305666fababe34842d7a1d9201c7c4fa36ea2fb8e35,0eb603fbfb89e7854f474d68006a2be4096602eafc96396f784439deb98bd761,0fe3cee09bd6fe3c8cab488f9ee89f78bcd3ebebc5563a576aefb648c58aa23d,6b12e131b1cdfb0dfa4e4af32e9e97bb12253a08d798eb280bef49884fcf4ba9
"515406236","5154062","0","2","vo_abd_0107","0","vo_abd","0","0","0","36","0"
"515406237","5154062","7","1","0","47","0","0","0","0","37","0.7"
"515406238","5154062","0","4","0","0","0","0","0.8","1","38","0"
"515406239","5154062","7","1","0","360","0","47","0","0","39","0.8"
"515406240","5154062","0","4","0","0","0","0","2","1","40","0"
"515406241","5154062","0","2","vo_abd_0108","0","vo_abd","0","0","0","41","0"
"515406242","5154062","8","1","0","415","0","0","0","0","42","2.63"
"515406243","5154062","0","4","0","0","0","0","2.63","1","43","0"
"515406244","5154062","0","2","vo_abd_0109","0","vo_abd","0","0","0","44","0"
"515406245","5154062","9","1","0","0","0","0","0","0","45","1"
"515406246","5154062","0","4","0","0","0","0","2","1","46","0"
"515406247","5154062","9","1","0","61","0","0","0","0","47","0.5"
"515406248","5154062","0","4","0","0","0","0","1.2","1","48","0"
"515406249","5154062","9","1","0","415","0","61","0","0","49","1.5"
"515406250","5154062","0","4","0","0","0","0","2.5","1","50","0"
"515406251","5154062","0","2","vo_abd_0110","0","vo_abd","0","0","0","51","0"
"515406252","5154062","10","1","0","28","0","0","0","0","52","0.2"
"515406253","5154062","0","4","0","0","0","0","0.6","1","53","0"
"515406254","5154062","10","1","0","400","0","28","0","0","54","1.3"
"515406255","5154062","0","4","0","0","0","0","2.3","1","55","0"
"515406256","5154062","0","2","vo_abd_0111","0","vo_abd","0","0","0","56","0"
"515406257","5154062","11","1","0","60","0","0","0","0","57","0.3"
"515406258","5154062","0","4","0","0","0","0","1.2","1","58","0"
"515406259","5154062","11","1","0","315","0","60","0","0","59","1"
"515406301","5154063","0","4","0","0","0","0","0.8","1","1","0"
"515406302","5154063","0","2","vo_abd_0201","0","vo_abd","0","0","0","2","0"
"515406303","5154063","1","1","0","350","0","0","0","0","3","1.5"
"515406304","5154063","0","4","0","0","0","0","2.25","1","4","0"
"515406305","5154063","0","2","vo_abd_0202","0","vo_abd","0","0","0","5","0"
"515406306","5154063","2","1","0","390","0","0","0","0","6","1.8"
"515406307","5154063","0","4","0","0","0","0","3","1","7","0"
"515406308","5154063","0","2","vo_abd_0203","0","vo_abd","0","0","0","8","0"
"515406309","5154063","3","1","0","330","0","0","0","0","9","1.5"
"515406310","5154063","0","4","0","0","0","0","1.8","1","10","0"
"515406311","5154063","0","2","vo_abd_0204","0","vo_abd","0","0","0","11","0"
"515406312","5154063","4","1","0","300","0","0","0","0","12","1.3"
"515406313","5154063","0","4","0","0","0","0","2.5","1","13","0"
"515406314","5154063","0","2","vo_abd_0205","0","vo_abd","0","0","0","14","0"
"515406315","5154063","5","1","0","360","0","0","0","0","15","1.5"
"515406316","5154063","0","4","0","0","0","0","2","1","16","0"
"515406317","5154063","0","2","vo_abd_0206","0","vo_abd","0","0","0","17","0"
"515406318","5154063","6","1","0","310","0","0","0","0","18","1.8"
"515406319","5154063","0","4","0","0","0","0","3","1","19","0"
"515406320","5154063","0","2","vo_abd_0207","0","vo_abd","0","0","0","20","0"
"515406321","5154063","8","1","0","138","0","0","0","0","21","1.2"
"515406322","5154063","0","4","0","0","0","0","1.6","1","22","0"
"515406323","5154063","8","1","0","400","0","138","0","0","23","0.45"
"515406324","5154063","0","4","0","0","0","0","0.45","1","24","0"
"515406325","5154063","0","2","vo_abd_0208","0","vo_abd","0","0","0","25","0"
"515406326","5154063","9","1","0","360","0","0","0","0","26","1.1"
"515406327","5154063","0","4","0","0","0","0","1.6","1","27","0"
"515406328","5154063","0","2","vo_abd_0209","0","vo_abd","0","0","0","28","0"
"515406329","5154063","10","1","0","280","0","0","0","0","29","0.5"
"515406330","5154063","0","4","0","0","0","0","0.5","1","30","0"
"515406331","5154063","0","2","vo_abd_0210","0","vo_abd","0","0","0","31","0"
"515406332","5154063","11","1","0","360","0","0","0","0","32","1"
"515406401","5154064","0","4","0","0","0","0","0.8","1","1","0"
"515406402","5154064","0","2","vo_abd_0301","0","vo_abd","0","0","0","2","0"
"515406403","5154064","1","1","0","400","0","0","0","0","3","2"
"515406404","5154064","0","4","0","0","0","0","2.8","1","4","0"
"515406405","5154064","0","2","vo_abd_0302","0","vo_abd","0","0","0","5","0"
"515406406","5154064","2","1","0","400","0","0","0","0","6","2"
"515406407","5154064","0","4","0","0","0","0","3.5","1","7","0"
"515406408","5154064","0","2","vo_abd_0303","0","vo_abd","0","0","0","8","0"
"515406409","5154064","3","1","0","425","0","0","0","0","9","2.8"
"515406410","5154064","0","4","0","0","0","0","3.5","1","10","0"
"515406411","5154064","0","2","vo_abd_0304","0","vo_abd","0","0","0","11","0"
"515406412","5154064","4","1","0","450","0","0","0","0","12","3"
"515406413","5154064","0","4","0","0","0","0","4","1","13","0"
"515406414","5154064","0","2","vo_abd_0305","0","vo_abd","0","0","0","14","0"
"515406415","5154064","5","1","0","63","0","0","0","0","15","0.2"
"515406416","5154064","0","4","0","0","0","0","1.05","1","16","0"
"515406417","5154064","5","1","0","420","0","63","0","0","17","2"
"515406418","5154064","0","4","0","0","0","0","3.5","1","18","0"
"515406419","5154064","0","2","vo_abd_0306","0","vo_abd","0","0","0","19","0"
"515406420","5154064","6","1","0","151","0","0","0","0","20","1"
"515406421","5154064","0","4","0","0","0","0","1.7","1","21","0"
"515406422","5154064","6","1","0","260","0","151","0","0","22","1"
"515406423","5154064","0","4","0","0","0","0","2.8","1","23","0"
"515406424","5154064","7","1","0","48","0","0","0","0","24","0.8"
"515406425","5154064","0","4","0","0","0","0","0.96","1","25","0"
"515406426","5154064","0","2","vo_abd_0307","0","vo_abd","0","0","0","26","0"
"515406427","5154064","7","1","0","360","0","48","0","0","27","1.5"
"515406428","5154064","0","4","0","0","0","0","1.7","1","28","0"
"515406429","5154064","7","1","0","360","0","360","0","0","29","0.8"
"515406430","5154064","0","4","0","0","0","0","2","1","30","0"
"515406431","5154064","0","2","vo_abd_0308","0","vo_abd","0","0","0","31","0"
"515406432","5154064","8","1","0","254","0","0","0","0","32","1"
"515406433","5154064","0","4","0","0","0","0","2","1","33","0"
"515406434","5154064","8","1","0","254","0","254","0","0","34","0.3"
"515406435","5154064","0","4","0","0","0","0","1.5","1","35","0"
"515406436","5154064","8","1","0","400","0","254","0","0","36","0.8"
"515406437","5154064","0","4","0","0","0","0","2","1","37","0"
"515406438","5154064","0","2","vo_abd_0309","0","vo_abd","0","0","0","38","0"
"515406439","5154064","9","1","0","96","0","0","0","0","39","2"
"515406440","5154064","0","4","0","0","0","0","2.65","1","40","0"
"515406441","5154064","9","1","0","425","0","96","0","0","41","1"
"515406442","5154064","0","4","0","0","0","0","2","1","42","0"
"515406443","5154064","0","2","vo_abd_0310","0","vo_abd","0","0","0","43","0"
"515406444","5154064","10","1","0","400","0","0","0","0","44","2.5"
"515406445","5154064","0","4","0","0","0","0","4","1","45","0"
"515406446","5154064","0","2","vo_abd_0311","0","vo_abd","0","0","0","46","0"
"515406447","5154064","11","1","0","115","0","0","0","0","47","1.2"
"515406448","5154064","0","4","0","0","0","0","2","1","48","0"
"515406449","5154064","11","1","0","295","0","115","0","0","49","1"
"515406450","5154064","0","4","0","0","0","0","2.5","1","50","0"
"515406451","5154064","11","1","0","430","0","295","0","0","51","0.5"
"515406501","5154065","0","4","0","0","0","0","0.8","1","1","0"
"515406502","5154065","0","2","vo_abd_0401","0","vo_abd","0","0","0","2","0"
"515406503","5154065","1","1","0","400","0","0","0","0","3","2"
"515406504","5154065","0","4","0","0","0","0","3.2","1","4","0"
"515406505","5154065","0","2","vo_abd_0402","0","vo_abd","0","0","0","5","0"
"515406506","5154065","2","1","0","420","0","0","0","0","6","2"
"515406507","5154065","0","4","0","0","0","0","3.7","1","7","0"
"515406508","5154065","0","2","vo_abd_0403","0","vo_abd","0","0","0","8","0"
"515406509","5154065","3","1","0","400","0","0","0","0","9","2"
"515406510","5154065","0","4","0","0","0","0","3","1","10","0"
"515406511","5154065","0","2","vo_abd_0404","0","vo_abd","0","0","0","11","0"
"515406512","5154065","4","1","0","188","0","0","0","0","12","1"
"515406513","5154065","0","4","0","0","0","0","1.15","1","13","0"
"515406514","5154065","4","1","0","425","0","188","0","0","14","1"
"515406515","5154065","0","4","0","0","0","0","2.5","1","15","0"
"515406516","5154065","0","2","vo_abd_0405","0","vo_abd","0","0","0","16","0"
"515406517","5154065","5","1","0","450","0","0","0","0","17","2.4"
"515406518","5154065","0","4","0","0","0","0","2.9","1","18","0"
"515406519","5154065","0","2","vo_abd_0407","0","vo_abd","0","0","0","19","0"
"515406520","5154065","6","1","0","300","0","0","0","0","20","1"
"515406521","5154065","0","4","0","0","0","0","1.5","1","21","0"
"515406522","5154065","0","2","vo_abd_0408","0","vo_abd","0","0","0","22","0"
"515406523","5154065","7","1","0","320","0","0","0","0","23","1"
"515406524","5154065","0","4","0","0","0","0","1","1","24","0"
"515406525","5154065","0","2","vo_abd_0409","0","vo_abd","0","0","0","25","0"
"515406526","5154065","7","1","0","320","0","320","0","0","26","1"
"515406527","5154065","0","4","0","0","0","0","2","1","27","0"
"515406528","5154065","0","2","vo_abd_0410","0","vo_abd","0","0","0","28","0"
"515406529","5154065","8","1","0","70","0","0","0","0","29","0.2"
"515406530","5154065","0","4","0","0","0","0","0.7","1","30","0"
"515406531","5154065","8","1","0","350","0","70","0","0","31","1.5"
"515406532","5154065","0","4","0","0","0","0","2.5","1","32","0"
"515406533","5154065","0","2","vo_abd_0411","0","vo_abd","0","0","0","33","0"
"515406534","5154065","9","1","0","75","0","0","0","0","34","0.2"
"515406535","5154065","0","4","0","0","0","0","1.08","1","35","0"
"515406536","5154065","9","1","0","340","0","75","0","0","36","0.3"
"515406537","5154065","0","4","0","0","0","0","0.9","1","37","0"
"515406538","5154065","10","1","0","200","0","0","0","0","38","1.5"
