acd2fd4d6ab3830f7042aca298468780c477d5dd44a384efd00e18977833620c,d2c017285083489ac1eeccfb10c16b8a9e7b2d0998f6a6f556b64088ddb0212b,52db5985211f1d7590aa3d9617b2f96bd02eee7b0eca2115c7a92ad696f7c9fa,aea3d6a03a9bf9c22b61f1a442f7469524ad3b9c04e0ad7063812a996f9876d1,d2bc9f4dd40d2be54a6e40212d35280938a93a8acfa96606ab4a1b2e802c2da2,02537fbeeda4a70a3d242b6673f9cb6aa0f32dc7e0d2a83aa50451be1082b739,966f6f23d0957a17cc13c2d38748b606609715da794027a0519a80f7cfc565de,13a4353800758d1db8fb5724edda146fabf1480e150f3c6f937856b672a99aa4,4600de5507c7e87125ccb2febb717c559338a33e78505899c13cb72c053bff6e,628607e8f264883fd8ed20ef9cae054b0a6a0cf06c431177fbe04de194f7700a,413bd473e63ffd62b99b5112b4192b96bfc8467a0c5ca7436710548e8c0517e4,6c60d037867ec9129f553af19e03c8d6e3e1f3bbd050b999c795390af109df40
"5","1","1","1","1","32","-1","1","-1","1","101506","350"
"6","1","1","1","1","32","310","1","5","1","101601","360"
"6","1","1","1","1","32","310","1","-1","1","101602","360"
"6","1","1","1","1","32","-1","1","-1","1","101603","360"
"5","1","1","1","1","32","310","1","5","1","101604","360"
"5","1","1","1","1","32","310","1","-1","1","101605","360"
"5","1","1","1","1","32","-1","1","-1","1","101606","360"
"6","1","1","1","1","32","310","1","5","1","101701","380"
"6","1","1","1","1","32","310","1","-1","1","101702","380"
"6","1","1","1","1","32","-1","1","-1","1","101703","380"
"5","1","1","1","1","32","310","1","5","1","101704","380"
"5","1","1","1","1","32","310","1","-1","1","101705","380"
"5","1","1","1","1","32","-1","1","-1","1","101706","380"
"6","1","1","1","1","32","310","1","5","1","101801","400"
"6","1","1","1","1","32","310","1","-1","1","101802","400"
"6","1","1","1","1","32","-1","1","-1","1","101803","400"
"5","1","1","1","1","32","310","1","5","1","101804","400"
"5","1","1","1","1","32","310","1","-1","1","101805","400"
"5","1","1","1","1","32","-1","1","-1","1","101806","400"
"6","1","1","1","1","32","310","1","5","1","111601","400"
"6","1","1","1","1","32","310","1","-1","1","111602","400"
"6","1","1","1","1","32","-1","1","-1","1","111603","400"
"5","1","1","1","1","32","310","1","5","1","111604","400"
"5","1","1","1","1","32","310","1","-1","1","111605","400"
"5","1","1","1","1","32","-1","1","-1","1","111606","400"
"6","1","1","1","1","32","310","1","5","1","111701","425"
"6","1","1","1","1","32","310","1","-1","1","111702","425"
"6","1","1","1","1","32","-1","1","-1","1","111703","425"
"5","1","1","1","1","32","310","1","5","1","111704","425"
"5","1","1","1","1","32","310","1","-1","1","111705","425"
"5","1","1","1","1","32","-1","1","-1","1","111706","425"
"6","1","1","1","1","32","310","1","5","1","111801","450"
"6","1","1","1","1","32","310","1","-1","1","111802","450"
"6","1","1","1","1","32","-1","1","-1","1","111803","450"
"5","1","1","1","1","32","310","1","5","1","111804","450"
"5","1","1","1","1","32","310","1","-1","1","111805","450"
"5","1","1","1","1","32","-1","1","-1","1","111806","450"
