a831f100ae4848ce259c15203909a1d230a11a7f1ef0ce412073ef30994b0c6f,b33f0c7b44221fafc3a070601fdd307e958f3e4ab383194e236007e80943effe,44db306c42eeca41a12197e6fc51fa7b050fb68e65f269b7b4fa0e8ab95d0ab8,ad961dadb938c7151c4b3a7b959c7acce6ea424040d2999749ee5c227aeb7fba,b4ce14692ca0bd87a48c7e43d458264ca9adb2014264d063f19aab044fbec9ac
"boss_magic_cut","バトル開始時、ボスモンスターが魔法ダメージ50％カット状態になる。","74001303","ボス魔法ダメージカット","17"
"add_shadow","シズル（サマー）とクリスティーナのシャドウが追加される。","74001303","シャドウ2体追加","18"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001304","ボスUB強化","19"
"energy_recover","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","74001304","開始時TP回復","20"
"boss_magic_cut","バトル開始時、ボスモンスターが魔法ダメージ70％カット状態になる。","74001304","ボス魔法ダメージカット","21"
"add_shadow","シズル（サマー）とクリスティーナのシャドウが追加される。","74001304","シャドウ2体追加","22"
"limit_time","バトル時間が60秒になる。","74001305","バトル時間制限","23"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001305","ボスUB強化","24"
"energy_recover","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","74001305","開始時TP回復","25"
"boss_magic_cut","バトル開始時、ボスモンスターが魔法ダメージ100％カット状態になる。","74001305","ボス魔法ダメージカット","26"
"add_shadow","シズル（サマー）とクリスティーナのシャドウが追加される。","74001305","シャドウ2体追加","27"
"boss_physics_cut","バトル開始時、ボスモンスターが物理ダメージ20％カット状態になる。","74001401","ボス物理ダメージカット","28"
"boss_physics_cut","バトル開始時、ボスモンスターが物理ダメージ50％カット状態になる。","74001402","ボス物理ダメージカット","29"
"add_shadow","クウカ（オーエド）のシャドウが追加される。","74001402","シャドウ1体追加","30"
"energy_recover","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","74001403","開始時TP回復","31"
"boss_physics_cut","バトル開始時、ボスモンスターが物理ダメージ50％カット状態になる。","74001403","ボス物理ダメージカット","32"
"add_shadow","クウカ（オーエド）とネネカのシャドウが追加される。","74001403","シャドウ2体追加","33"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001404","ボスUB強化","34"
"energy_recover","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","74001404","開始時TP回復","35"
"boss_physics_cut","バトル開始時、ボスモンスターが物理ダメージ70％カット状態になる。","74001404","ボス物理ダメージカット","36"
"add_shadow","クウカ（オーエド）とネネカのシャドウが追加される。","74001404","シャドウ2体追加","37"
"limit_time","バトル時間が60秒になる。","74001405","バトル時間制限","38"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001405","ボスUB強化","39"
"energy_recover","バトル開始時、ボスモンスターが敵全員のTPを中アップさせる。","74001405","開始時TP回復","40"
"boss_physics_cut","バトル開始時、ボスモンスターが物理ダメージ100％カット状態になる。","74001405","ボス物理ダメージカット","41"
"add_shadow","クウカ（オーエド）とネネカのシャドウが追加される。","74001405","シャドウ2体追加","42"
"boss_atk_up","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","74001502","開始時攻撃力アップ","43"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74001503","編成キャラ数制限","44"
"boss_atk_up","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","74001503","開始時攻撃力アップ","45"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74001504","編成キャラ数制限","46"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001504","ボスUB強化","47"
"boss_atk_up","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","74001504","開始時攻撃力アップ","48"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74001505","編成キャラ数制限","49"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74001505","キャラ最大HPダウン","50"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74001505","ボスUB強化","51"
"boss_atk_up","バトル開始後一定時間、ボスモンスターの物理攻撃力が中アップする。","74001505","開始時攻撃力アップ","52"
"add_shadow","カリンのシャドウが追加される。","74002102","シャドウ1体追加","53"
"star6_shadow","ミヤコ、ユカリ、アユミのシャドウに専用装備が追加される。","74002103","シャドウ強化","54"
"add_shadow","カリンのシャドウが追加される。","74002103","シャドウ1体追加","55"
"star6_shadow","ミヤコ、ユカリ、アユミのシャドウが★6になる。","74002104","シャドウ強化","56"
"add_shadow","カリンのシャドウが追加される。","74002104","シャドウ1体追加","57"
"boss_atk_up","すべてのシャドウの物理攻撃力が大幅に上昇する。","74002105","シャドウ物理攻撃力アップ","58"
"star6_shadow","ミヤコ、ユカリ、アユミのシャドウが★6になる。","74002105","シャドウ強化","59"
"add_shadow","カリンのシャドウが追加される。","74002105","シャドウ1体追加","60"
"add_shadow","カヤ（リベレイター）のシャドウが追加される。","74002202","シャドウ1体追加","61"
"star6_shadow","ツムギ（ハロウィン）、マヒル（クリスマス）、ミツキ、カスミ（マジカル）のシャドウに専用装備が追加される。","74002203","シャドウ強化","62"
"add_shadow","カヤ（リベレイター）のシャドウが追加される。","74002203","シャドウ1体追加","63"
"star6_shadow","ミツキのシャドウが★6になる。ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加される。","74002204","シャドウ強化","64"
"add_shadow","カヤ（リベレイター）のシャドウが追加される。","74002204","シャドウ1体追加","65"
"boss_magic_def_up","すべてのシャドウの魔法防御力が大幅に上昇する。","74002205","シャドウ魔法防御力アップ","66"
"star6_shadow","ツムギ（ハロウィン）、マヒル（クリスマス）、カスミ（マジカル）のシャドウに専用装備が追加され、ミツキのシャドウが★6になる。","74002205","シャドウ強化","67"
"add_shadow","カヤ（リベレイター）のシャドウが追加される。","74002205","シャドウ1体追加","68"
"add_shadow","ノゾミのシャドウが追加される。","74002302","シャドウ1体追加","69"
"add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","74002303","シャドウ2体追加","70"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74002304","編成キャラ数制限","71"
"star6_shadow","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","74002304","シャドウ強化","72"
"add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","74002304","シャドウ2体追加","73"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74002305","編成キャラ数制限","74"
"boss_def_up","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","74002305","開始時物理防御力アップ","75"
"boss_magic_def_up","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","74002305","開始時魔法防御力アップ","76"
"star6_shadow","ノゾミのシャドウが★6になる。キャル（プリンセス）のシャドウに専用装備が追加される。","74002305","シャドウ強化","77"
"add_shadow","ノゾミとキャル（プリンセス）のシャドウが追加される。","74002305","シャドウ2体追加","78"
"add_shadow","アヤネのシャドウが追加される。","74002402","シャドウ1体追加","79"
"add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","74002403","シャドウ2体追加","80"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74002404","編成キャラ数制限","81"
"star6_shadow","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","74002404","シャドウ強化","82"
"add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","74002404","シャドウ2体追加","83"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74002405","編成キャラ数制限","84"
"boss_def_up","バトル開始時、ボスモンスターが敵全員の物理防御力を特大アップさせる。","74002405","開始時物理防御力アップ","85"
"boss_magic_def_up","バトル開始時、ボスモンスターが敵全員の魔法防御力を特大アップさせる。","74002405","開始時魔法防御力アップ","86"
"star6_shadow","アヤネとぺコリーヌ（サマー）のシャドウが★6になる。","74002405","シャドウ強化","87"
"add_shadow","アヤネとぺコリーヌ（サマー）のシャドウが追加される。","74002405","シャドウ2体追加","88"
"limit_time","バトル時間が70秒になる。","74002502","バトル時間制限","89"
"limit_time","バトル時間が60秒になる。","74002503","バトル時間制限","90"
"limit_time","バトル時間が60秒になる。","74002504","バトル時間制限","91"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74002504","ボスUB強化","92"
"limit_time","バトル時間が45秒になる。","74002505","バトル時間制限","93"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74002505","ボスUB強化","94"
"star6_shadow","カスミ、ハツネ、ユイ（プリンセス）のシャドウに専用装備が追加される。","74003102","シャドウ強化","95"
"add_shadow","ユキのシャドウが追加される。","74003103","シャドウ1体追加","96"
"star6_shadow","ハツネ、ユキのシャドウが★6になる。","74003103","シャドウ強化","97"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74003104","編成キャラ数制限","98"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74003105","編成キャラ数制限","99"
"max_hp_up","すべてのシャドウの最大ＨＰが大幅に上昇する。","74003105","シャドウ最大ＨＰアップ","100"
"add_shadow","カーズ・レリックが追加される。","74003202","モンスター1体追加","101"
"star6_shadow","アオイのシャドウが★6になる。","74003203","シャドウ強化","102"
"boss_magic_cut","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ50%カット状態にさせる。","74003204","開始時魔法ダメージカット","103"
"boss_ub_enhance","カーズ・レリックのスキルが強化される。","74003204","モンスター強化","104"
"boss_magic_cut","バトル開始時、カーズ・レリックが味方全体を魔法ダメージ75%カット状態にさせる。","74003205","開始時魔法ダメージカット","105"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74003205","編成キャラ数制限","106"
"add_shadow","ヒール・レリックが追加される。","74003302","モンスター1体追加","107"
"star6_shadow","キャル（ニューイヤー）のシャドウに専用装備が追加される。","74003303","シャドウ強化","108"
"boss_physics_cut","バトル開始時、ヒール・レリックが味方全体を物理ダメージ50%カット状態にさせる。","74003304","開始時物理ダメージカット","109"
"boss_ub_enhance","ヒール・レリックのスキルが強化される。","74003304","モンスター強化","110"
"boss_physics_cut","バトル開始時、ヒール・レリックが味方全体を物理ダメージ75%カット状態にさせる。","74003305","開始時物理ダメージカット","111"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74003305","編成キャラ数制限","112"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003402","ボス物理防御力（ダウン不可）アップ","113"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003402","ボス魔法防御力（ダウン不可）アップ","114"
"limit_time","バトル時間が70秒になる。","74003403","バトル時間制限","115"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003403","ボス物理防御力（ダウン不可）アップ","116"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003403","ボス魔法防御力（ダウン不可）アップ","117"
"limit_time","バトル時間が70秒になる。","74003404","バトル時間制限","118"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74003404","ボスUB強化","119"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","74003404","ボスＴＰダウンカット","120"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003404","ボス物理防御力（ダウン不可）アップ","121"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003404","ボス魔法防御力（ダウン不可）アップ","122"
"limit_time","バトル時間が50秒になる。","74003405","バトル時間制限","123"
"boss_ub_enhance","ボスモンスターのユニオンバーストが強化される。","74003405","ボスUB強化","124"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン100％カット状態になる。","74003405","ボスＴＰダウンカット","125"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003405","ボス物理防御力（ダウン不可）アップ","126"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003405","ボス魔法防御力（ダウン不可）アップ","127"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を小アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003502","ボス物理防御力（ダウン不可）アップ","128"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を小アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003502","ボス魔法防御力（ダウン不可）アップ","129"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003503","ボス物理防御力（ダウン不可）アップ","130"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003503","ボス魔法防御力（ダウン不可）アップ","131"
"add_shadow","ルナポッドが追加される。","74003504","モンスター1体追加","132"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003504","ボス物理防御力（ダウン不可）アップ","133"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003504","ボス魔法防御力（ダウン不可）アップ","134"
"add_shadow","カイザーインサイトのシャドウが追加される。","74003505","シャドウ1体追加","135"
"boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74003505","ボス物理防御力（ダウン不可）アップ","136"
"boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74003505","ボス魔法防御力（ダウン不可）アップ","137"
"star6_shadow","イノリ、サレン、ヨリ、ユニのシャドウに専用装備が追加される。","74004102","シャドウ強化","138"
"add_shadow","サレン（サマー）のシャドウが追加される。","74004103","シャドウ1体追加","139"
"star6_shadow","サレン、ヨリのシャドウが★6になる。","74004103","シャドウ強化","140"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74004104","編成キャラ数制限","141"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74004105","編成キャラ数制限","142"
"max_hp_up","すべてのシャドウの最大ＨＰが大幅に上昇する。","74004105","シャドウ最大ＨＰアップ","143"
"add_shadow","シールド・レリックが追加される。","74004202","モンスター1体追加","144"
"star6_shadow","ネネカ（ニューイヤー）のシャドウに専用装備が追加される。","74004203","シャドウ強化","145"
"boss_ub_enhance","シールド・レリックのスキルが強化される。","74004204","モンスター強化","146"
"hp_recover","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","74004204","開始時ＨＰ回復","147"
"hp_recover","バトル開始時、シールド・レリックのが味方全体のＨＰを特大回復させる。","74004205","開始時ＨＰ回復","148"
"energy_recover","バトル開始時、シールド・レリックのが味方全体に継続ＴＰ回復状態を付与する。","74004205","開始時ＴＰ継続回復付与","149"
"add_shadow","アタック・レリックが追加される。","74004302","モンスター1体追加","150"
"star6_shadow","リマのシャドウが★6になる。","74004303","シャドウ強化","151"
"boss_ub_enhance","アタック・レリックのスキルが強化される。","74004304","モンスター強化","152"
"boss_haste","バトル開始時、アタック・レリックが味方全体の行動速度を特大アップさせるフィールドを展開する。","74004305","開始時行動速度アップフィールド","153"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004402","キャラ最大HPダウン","154"
"limit_time","バトル時間が75秒になる。","74004403","バトル時間制限","155"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004403","キャラ最大HPダウン","156"
"limit_time","バトル時間が75秒になる。","74004404","バトル時間制限","157"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74004404","編成キャラ数制限","158"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004404","キャラ最大HPダウン","159"
"limit_time","バトル時間が60秒になる。","74004405","バトル時間制限","160"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74004405","編成キャラ数制限","161"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004405","キャラ最大HPダウン","162"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004502","キャラ最大HPダウン","163"
"boss_ub_enhance","ボスモンスターのユニオンバーストとスキルが強化される。","74004503","ボスUB・スキル強化","164"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74004503","ボスＴＰダウンカット","165"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004503","キャラ最大HPダウン","166"
"add_shadow","ルナポッドが追加される。","74004504","モンスター1体追加","167"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74004504","ボスＴＰダウンカット","168"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004504","キャラ最大HPダウン","169"
"add_shadow","アヤネのシャドウが追加される。","74004505","シャドウ1体追加","170"
"boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","74004505","ボスＴＰダウンカット","171"
"max_hp_down","パーティキャラの最大HPが20％ダウンする。","74004505","キャラ最大HPダウン","172"
"star6_shadow","リマ、カヤ、イノリ、サレン（サマー）のシャドウに専用装備が追加される。","74005102","シャドウ強化","173"
"star6_shadow","リマ、カヤ、イノリのシャドウが★6になる。","74005103","シャドウ強化","174"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","74005103","物理ダメージカット","175"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74005104","編成キャラ数制限","176"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ50％カット状態になる。","74005104","物理ダメージカット","177"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74005105","編成キャラ数制限","178"
"boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","74005105","物理ダメージカット","179"
"star6_shadow","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネ、ミサキ（ハロウィン）のシャドウに専用装備が追加される。","74005202","シャドウ強化","180"
"star6_shadow","ミヤコ、レイ（ニューイヤー）、ユカリ、ハツネのシャドウが★6になる。","74005203","シャドウ強化","181"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","74005203","魔法ダメージカット","182"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74005204","編成キャラ数制限","183"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ50％カット状態になる。","74005204","魔法ダメージカット","184"
"limit_chara_num","編成可能キャラ数が4キャラになる。","74005205","編成キャラ数制限","185"
"boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ100％カット状態になる。","74005205","魔法ダメージカット","186"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005301","ダメージ減衰","187"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005301","ＴＰ上昇上限付与","188"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005301","物理防御力（ダウン不可）アップ","189"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005301","魔法防御力（ダウン不可）アップ","190"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005301","ＨＰ吸収ダウン","191"
"add_shadow","ゼラチナ、エルダークラウドが追加される。","74005302","モンスター追加","192"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005302","ダメージ減衰","193"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005302","ＴＰ上昇上限付与","194"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005302","物理防御力（ダウン不可）アップ","195"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005302","魔法防御力（ダウン不可）アップ","196"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005302","ＨＰ吸収ダウン","197"
"add_shadow","ユカリ、ホマレ（ニューイヤー）が追加される。","74005303","モンスター追加","198"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005303","ダメージ減衰","199"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005303","ＴＰ上昇上限付与","200"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005303","物理防御力（ダウン不可）アップ","201"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005303","魔法防御力（ダウン不可）アップ","202"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005303","ＨＰ吸収ダウン","203"
"add_shadow","ルナポッドが追加される。","74005304","モンスター追加","204"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005304","ダメージ減衰","205"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005304","ＴＰ上昇上限付与","206"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005304","物理防御力（ダウン不可）アップ","207"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005304","魔法防御力（ダウン不可）アップ","208"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005304","ＨＰ吸収ダウン","209"
"limit_time","バトル時間が60秒になる。","74005305","バトル時間制限","210"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005305","ダメージ減衰","211"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005305","ＴＰ上昇上限付与","212"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005305","物理防御力（ダウン不可）アップ","213"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005305","魔法防御力（ダウン不可）アップ","214"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005305","ＨＰ吸収ダウン","215"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005401","ダメージ減衰","216"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005401","ＴＰ上昇上限付与","217"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005401","物理防御力（ダウン不可）アップ","218"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005401","魔法防御力（ダウン不可）アップ","219"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005401","ＨＰ吸収ダウン","220"
"add_shadow","タートルタイラント、ホオズキムシが追加される。","74005402","モンスター追加","221"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005402","ダメージ減衰","222"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005402","ＴＰ上昇上限付与","223"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005402","物理防御力（ダウン不可）アップ","224"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005402","魔法防御力（ダウン不可）アップ","225"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005402","ＨＰ吸収ダウン","226"
"add_shadow","シズル（ノワール）、コッコロ（サマー）が追加される。","74005403","モンスター追加","227"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005403","ダメージ減衰","228"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005403","ＴＰ上昇上限付与","229"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","74005403","物理防御力（ダウン不可）アップ","230"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","74005403","魔法防御力（ダウン不可）アップ","231"
"9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","74005403","ＨＰ吸収ダウン","232"
"add_shadow","ルナポッドが追加される。","74005404","モンスター追加","233"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","74005404","ダメージ減衰","234"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","74005404","ＴＰ上昇上限付与","235"
