75f924f32d4051204962a750706c2fe85847280ed2bea29c13cbea661d4c8922,35f20a15db39a1456c17be4743e2d2881bdec0b23d79438a56345ec1cb9264c7,34bd8ed5fd76a1ee284b74571c1542e3b10bf30a9dea76fa5afd22944eb629c8,f433296bcf78d3696421979ec118aa9d99e8cdae368613b1db81f7734664260a,1e04728ca2cc874c543428d8ab190d415afcca53516202b8577f17202191d155,b04c006648c4de9c78a6fc599f890915882b0ebdcf8627414ef04f4000cc1cc7,89a69060465f81975f421b59f374481980c8e87a4c1b280d744d10f8040d7cce,0ef1c76f7573817159f0143d89e391bf1303a204e82bee7a1a7f2bff293955b5
"100515","100515","14280000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100516","100516","13160000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100517","100517","12320000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1005","36000"
"100518","100518","11480000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1005","36000"
"100519","100519","10360000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100520","100520","9520000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100521","100521","8680000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100522","100522","7560000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100523","100523","6720000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1005","36000"
"100524","100524","5880000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1005","36000"
"100525","100525","5040000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100526","100526","3920000000000","1","ＴＰ150アップ","バトル開始時、味方のＴＰが150アップ","1005","36000"
"100527","100527","3080000000000","1","無敵10秒","バトル開始から10秒間、味方が無敵状態になる","1005","36000"
"100528","100528","2240000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1005","36000"
"100529","100529","1120000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1005","36000"
"100530","100530","280000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1005","36000"
"100601","100601","43650000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100602","100602","41850000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100603","100603","40500000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1006","36000"
"100604","100604","39150000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100605","100605","37800000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100606","100606","36000000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100607","100607","34650000000000","1","毎秒ＨＰ回復90秒","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","36000"
"100608","100608","33300000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100609","100609","31500000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100610","100610","30150000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100611","100611","28800000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100612","100612","27000000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100613","100613","25650000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1006","36000"
"100614","100614","24300000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100615","100615","22950000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100616","100616","21150000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100617","100617","19800000000000","1","毎秒ＨＰ回復90秒","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","36000"
"100618","100618","18450000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100619","100619","16650000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100620","100620","15300000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100621","100621","13950000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1006","36000"
"100622","100622","12150000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100623","100623","10800000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100624","100624","9450000000000","1","毎秒ＨＰ回復90秒","バトル開始から90秒間、味方のＨＰが毎秒回復","1006","36000"
"100625","100625","8100000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100626","100626","6300000000000","1","ＴＰ150アップ","バトル開始時、味方のＴＰが150アップ","1006","36000"
"100627","100627","4950000000000","1","無敵10秒","バトル開始から10秒間、味方が無敵状態になる","1006","36000"
"100628","100628","3600000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1006","36000"
"100629","100629","1800000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1006","36000"
"100630","100630","450000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1006","36000"
"100701","100701","27160000000000","1","毎秒ＴＰアップ90秒","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","36000"
"100702","100702","26040000000000","1","ＴＰ50アップ","バトル開始時、味方のＴＰが50アップ","1007","36000"
"100703","100703","25200000000000","1","火傷ダメージ10秒","バトル開始から10秒間、敵が火傷状態になる","1007","36000"
"100704","100704","24360000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100705","100705","23520000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100706","100706","22400000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","36000"
"100707","100707","21560000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","36000"
"100708","100708","20720000000000","1","火傷ダメージ10秒","バトル開始から10秒間、敵が火傷状態になる","1007","36000"
"100709","100709","19600000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100710","100710","18760000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","36000"
"100711","100711","17920000000000","1","毎秒ＴＰアップ90秒","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","36000"
"100712","100712","16800000000000","1","火傷ダメージ10秒","バトル開始から10秒間、敵が火傷状態になる","1007","36000"
"100713","100713","15960000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100714","100714","15120000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1007","36000"
"100715","100715","14280000000000","1","魔法攻撃アップ90秒","バトル開始から90秒間、味方の魔法攻撃力がアップ","1007","36000"
"100716","100716","13160000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","36000"
"100717","100717","12320000000000","1","ＴＰ100アップ","バトル開始時、味方のＴＰが100アップ","1007","36000"
"100718","100718","11480000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100719","100719","10360000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1007","36000"
"100720","100720","9520000000000","1","物理攻撃アップ90秒","バトル開始から90秒間、味方の物理攻撃力がアップ","1007","36000"
"100721","100721","8680000000000","1","毎秒ＴＰアップ90秒","バトル開始から90秒間、味方のＴＰが毎秒アップ","1007","36000"
"100722","100722","7560000000000","1","ＴＰ150アップ","バトル開始時、味方のＴＰが150アップ","1007","36000"
"100723","100723","6720000000000","1","火傷ダメージ10秒","バトル開始から10秒間、敵が火傷状態になる","1007","36000"
"100724","100724","5880000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100725","100725","5040000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1007","36000"
"100726","100726","3920000000000","1","ＴＰ150アップ","バトル開始時、味方のＴＰが150アップ","1007","36000"
"100727","100727","3080000000000","1","無敵10秒","バトル開始から10秒間、味方が無敵状態になる","1007","36000"
"100728","100728","2240000000000","1","火傷ダメージ10秒","バトル開始から10秒間、敵が火傷状態になる","1007","36000"
"100729","100729","1120000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1007","36000"
"100730","100730","280000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1007","36000"
"100801","100801","43650000000000","1","毒ダメージ10秒","バトル開始から10秒間、敵が毒状態になる","1008","36000"
"100802","100802","41850000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100803","100803","40500000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100804","100804","39150000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100805","100805","37800000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100806","100806","36000000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100807","100807","34650000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100808","100808","33300000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100809","100809","31500000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100810","100810","30150000000000","1","魔法攻撃ダウン90秒","バトル開始から90秒間、敵の魔法攻撃力がダウン","1008","36000"
"100811","100811","28800000000000","1","毒ダメージ10秒","バトル開始から10秒間、敵が毒状態になる","1008","36000"
"100812","100812","27000000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100813","100813","25650000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100814","100814","24300000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100815","100815","22950000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000"
"100816","100816","21150000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100817","100817","19800000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100818","100818","18450000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100819","100819","16650000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000"
"100820","100820","15300000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100821","100821","13950000000000","1","毒ダメージ10秒","バトル開始から10秒間、敵が毒状態になる","1008","36000"
"100822","100822","12150000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100823","100823","10800000000000","1","物理攻撃ダウン90秒","バトル開始から90秒間、敵の物理攻撃力がダウン","1008","36000"
"100824","100824","9450000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100825","100825","8100000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100826","100826","6300000000000","1","ＴＰ150アップ","バトル開始時、味方のＴＰが150アップ","1008","36000"
"100827","100827","4950000000000","1","無敵10秒","バトル開始から10秒間、味方が無敵状態になる","1008","36000"
"100828","100828","3600000000000","1","物理防御ダウン90秒","バトル開始から90秒間、敵の物理防御力がダウン","1008","36000"
"100829","100829","1800000000000","1","魔法防御ダウン90秒","バトル開始から90秒間、敵の魔法防御力がダウン","1008","36000"
"100830","100830","450000000000","1","毒ダメージ10秒","バトル開始から10秒間、敵が毒状態になる","1008","36000"
